שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
ספר עץ הדעת טוב.txt,אוצריא/קבלה/רבי חיים ויטאל/ספר עץ הדעת טוב.txt,OnYourWay,193
ליקוטי השס.txt,אוצריא/קבלה/רבי חיים ויטאל/ליקוטי השס.txt,OnYourWay,4
ביאורים לספר אוצרות חיים.txt,אוצריא/קבלה/רמחל/ביאורים לספר אוצרות חיים.txt,OnYourWay,44
מאמר על ההגדות.txt,אוצריא/קבלה/רמחל/מאמר על ההגדות.txt,OnYourWay,12
פירוש למאמר ויהי מקץ.txt,אוצריא/קבלה/רמחל/פירוש למאמר ויהי מקץ.txt,OnYourWay,8
פירוש מאמר ארימת ידי בצלותין.txt,אוצריא/קבלה/רמחל/פירוש מאמר ארימת ידי בצלותין.txt,OnYourWay,93
מאמר ויהי מקץ.txt,אוצריא/קבלה/רמחל/מאמר ויהי מקץ.txt,OnYourWay,12
פירוש משנה ראשונה לספר יצירה.txt,אוצריא/קבלה/רמחל/פירוש משנה ראשונה לספר יצירה.txt,OnYourWay,21
עשרה אורות.txt,אוצריא/קבלה/רמחל/עשרה אורות.txt,OnYourWay,12
ספר משכני עליון.txt,אוצריא/קבלה/רמחל/ספר משכני עליון.txt,OnYourWay,324
ראשי פרקים של דברי תורה.txt,אוצריא/קבלה/רמחל/ראשי פרקים של דברי תורה.txt,OnYourWay,73
ספר פנות המרכבה.txt,אוצריא/קבלה/רמחל/ספר פנות המרכבה.txt,OnYourWay,83
פירוש מאמר הזוהר ריש משפטים.txt,אוצריא/קבלה/רמחל/פירוש מאמר הזוהר ריש משפטים.txt,OnYourWay,38
ליקוטים מכתבי הרמחל זל.txt,אוצריא/קבלה/רמחל/ליקוטים מכתבי הרמחל זל.txt,OnYourWay,29
סוד המרכבה דמות אדם והיחוד.txt,אוצריא/קבלה/רמחל/סוד המרכבה דמות אדם והיחוד.txt,OnYourWay,48
כללי ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/כללי ספר קנאת ה' צבאות.txt,OnYourWay,79
מאמר החכמה.txt,אוצריא/קבלה/רמחל/מאמר החכמה.txt,OnYourWay,61
כללי פתחי חכמה ודעת.txt,אוצריא/קבלה/רמחל/כללי פתחי חכמה ודעת.txt,OnYourWay,40
ספר דרך אמונה.txt,אוצריא/קבלה/רבי מאיר בן גבאי/ספר דרך אמונה.txt,OnYourWay,192
פירוש רי סגי נהור לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש רי סגי נהור לספר יצירה.txt,OnYourWay,94
פירוש הרי דמן עכו לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש הרי דמן עכו לספר יצירה.txt,OnYourWay,39
פירוש מעשה בראשית.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש מעשה בראשית.txt,OnYourWay,201
פירוש הרמק לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש הרמק לספר יצירה.txt,OnYourWay,532
ספר גרושין.txt,אוצריא/קבלה/רמק/ספר גרושין.txt,OnYourWay,2664
דרישות בעניני המלאכים.txt,אוצריא/קבלה/רמק/דרישות בעניני המלאכים.txt,OnYourWay,2902
אור יקר על ענין הנבואה.txt,אוצריא/קבלה/רמק/אור יקר על ענין הנבואה.txt,OnYourWay,229
אור יקר על בראשית.txt,אוצריא/קבלה/רמק/אור יקר על בראשית.txt,OnYourWay,191
ספר מעולפת ספירים.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר מעולפת ספירים.txt,OnYourWay,1058
אגרת אל הרמבן מרבי אברהם גאון.txt,אוצריא/קבלה/ספרי קבלה נוספים/אגרת אל הרמבן מרבי אברהם גאון.txt,OnYourWay,20
סוד הנבואה מרבי יעקב משגביא.txt,אוצריא/קבלה/ספרי קבלה נוספים/סוד הנבואה מרבי יעקב משגביא.txt,OnYourWay,7
ספר הפליאה.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר הפליאה.txt,OnYourWay,1350
ספר התמונה.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר התמונה.txt,OnYourWay,318
ספר העיון.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר העיון.txt,OnYourWay,63
פירוש לב נתיבות מקבלת הגאונים.txt,אוצריא/קבלה/ספרי קבלה נוספים/פירוש לב נתיבות מקבלת הגאונים.txt,OnYourWay,46
סוד ידיעת המציאות מקבלת הגאונים.txt,אוצריא/קבלה/ספרי קבלה נוספים/סוד ידיעת המציאות מקבלת הגאונים.txt,OnYourWay,45
ספר שושן סודות.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר שושן סודות.txt,OnYourWay,1755
ספר הייחוד.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר הייחוד.txt,OnYourWay,34
ספר מדרש שמעון הצדיק.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר מדרש שמעון הצדיק.txt,OnYourWay,21
ספר נהר שלום.txt,אוצריא/קבלה/רבי שלום שרעבי/ספר נהר שלום.txt,OnYourWay,994
קונטרס חסדי דוד.txt,אוצריא/קבלה/רבי שלום שרעבי/קונטרס חסדי דוד.txt,OnYourWay,172
ספר שקל הקדש.txt,אוצריא/קבלה/רבי משה בן שם טוב די ליאון/ספר שקל הקדש.txt,OnYourWay,177
ספר ברית מנוחה.txt,אוצריא/קבלה/רבי אברהם מרימון הספרדי/ספר ברית מנוחה.txt,OnYourWay,49
ברכת המזון נוסח תימן.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/ברכת המזון נוסח תימן.txt,OnYourWay,20
ערבית.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/ערבית.txt,OnYourWay,108
מנחה.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/מנחה.txt,OnYourWay,126
שחרית.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/שחרית.txt,OnYourWay,278
אגרות משה אורח חיים ג.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ג.txt,OnYourWay,661
אגרות משה אורח חיים ד.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ד.txt,OnYourWay,1252
אגרות משה אורח חיים א.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים א.txt,OnYourWay,1818
אגרות משה אורח חיים ה.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ה.txt,OnYourWay,1381
אגרות משה אורח חיים ב.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ב.txt,OnYourWay,738
אמת ואמונה - מנחם מנדל מקוצק.txt,אוצריא/חסידות/אמת ואמונה - מנחם מנדל מקוצק.txt,OnYourWay,1931
ספר שמות הצדיקים.txt,אוצריא/חסידות/ברסלב/ספר שמות הצדיקים.txt,OnYourWay,263
עלים לתרופה.txt,אוצריא/חסידות/ברסלב/עלים לתרופה.txt,OnYourWay,4525
משיבת נפש.txt,אוצריא/חסידות/ברסלב/משיבת נפש.txt,OnYourWay,317
ארץ ישראל חלק שני.txt,אוצריא/חסידות/ברסלב/ארץ ישראל/ארץ ישראל חלק שני.txt,OnYourWay,143
ארץ ישראל חלק ראשון.txt,אוצריא/חסידות/ברסלב/ארץ ישראל/ארץ ישראל חלק ראשון.txt,OnYourWay,270
ימי מוהרנת חלק שני.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק שני.txt,OnYourWay,554
ימי מוהרנת חלק ראשון.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק ראשון.txt,OnYourWay,455
אגרת התשובה.txt,אוצריא/חסידות/חבד/אגרת התשובה.txt,OnYourWay,30
שער היחוד והאמונה.txt,אוצריא/חסידות/חבד/שער היחוד והאמונה.txt,OnYourWay,41
אגרת הקדש.txt,אוצריא/חסידות/חבד/אגרת הקדש.txt,OnYourWay,117
כתבי הרמבם.txt,אוצריא/מחשבת ישראל/ראשונים/כתבי הרמבם.txt,OnYourWay,694
מדרש זוטא.txt,אוצריא/מדרש/אגדה/מדרש זוטא.txt,OnYourWay,869
בתי מדרשות -מדרשים קצרים.txt,אוצריא/מדרש/אגדה/בתי מדרשות -מדרשים קצרים.txt,OnYourWay,482
בתי מדרשות חלק א - מגלת אנטיוכס בלשון ארמי.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מגלת אנטיוכס בלשון ארמי.txt,OnYourWay,133
בתי מדרשות חלק ב - מדרש שלשה וארבעה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש שלשה וארבעה.txt,OnYourWay,208
בתי מדרשות חלק ב - ספר זרובבל.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - ספר זרובבל.txt,OnYourWay,14
בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,OnYourWay,142
מדרשות חלק ב - לקוטי מדרשים מכתב יד.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרשות חלק ב - לקוטי מדרשים מכתב יד.txt,OnYourWay,34
בתי מדרשות חלק א - פרקי היכלות רבתי.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - פרקי היכלות רבתי.txt,OnYourWay,426
בתי מדרשות חלק ב - מדרש מנין.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש מנין.txt,OnYourWay,115
בתי מדרשות חלק ב - מדרש תמורה השלם.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש תמורה השלם.txt,OnYourWay,49
בתי מדרשות חלק א - סדר רבה דבראשית.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - סדר רבה דבראשית.txt,OnYourWay,96
בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,OnYourWay,46
בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,OnYourWay,16
בתי מדרשות חלק א - מדרש ילמדנו.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש ילמדנו.txt,OnYourWay,202
בתי מדרשות חלק ב - ברייתא דמזלות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - ברייתא דמזלות.txt,OnYourWay,129
בתי מדרשות חלק ב - מכילתא.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מכילתא.txt,OnYourWay,23
בתי מדרשות חלק א - מדרש כתפוח בעצי היער.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש כתפוח בעצי היער.txt,OnYourWay,45
מדרשות חלק ב - מדרש חסרות ויתרות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרשות חלק ב - מדרש חסרות ויתרות.txt,OnYourWay,374
בתי מדרשות חלק א - פרק צדקות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - פרק צדקות.txt,OnYourWay,16
בתי מדרשות חלק א - מדרש שני כתובים.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש שני כתובים.txt,OnYourWay,29
בתי מדרשות חלק א - חלום מרדכי ותפלתו ותפלת אסתר.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - חלום מרדכי ותפלתו ותפלת אסתר.txt,OnYourWay,94
מדרש אבא גוריון.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרש אבא גוריון.txt,OnYourWay,77
בתי מדרשות חלק א - לקוטים ממדרש שוחר טוב כתב יד.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - לקוטים ממדרש שוחר טוב כתב יד.txt,OnYourWay,15
בתי מדרשות חלק א - משנת מסכת כלה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - משנת מסכת כלה.txt,OnYourWay,38
בתי מדרשות חלק א - מאמר גדולה ענוה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מאמר גדולה ענוה.txt,OnYourWay,9
בתי מדרשות חלק א - שלש פסיקתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - שלש פסיקתות.txt,OnYourWay,34
הזוהר המתורגם - במדבר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - במדבר.txt,Orayta,4154
הזוהר המתורגם - תיקוני הזוהר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - תיקוני הזוהר.txt,Orayta,3840
הזוהר המתורגם - דברים.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - דברים.txt,Orayta,1435
הזוהר המתורגם - הקדמה.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - הקדמה.txt,Orayta,537
הזוהר המתורגם - בראשית.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - בראשית.txt,Orayta,8994
הזוהר המתורגם - שמות.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - שמות.txt,Orayta,9534
הזוהר המתורגם - ויקרא.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - ויקרא.txt,Orayta,3801
הזוהר המתורגם - זוהר חדש.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - זוהר חדש.txt,Orayta,7947
כללות שרשי החכמה.txt,אוצריא/קבלה/רמחל/כללות שרשי החכמה.txt,Orayta,18
תפלות לפנות המרכבה.txt,אוצריא/קבלה/רמחל/תפלות לפנות המרכבה.txt,Orayta,131
ספר דרך חכמה.txt,אוצריא/קבלה/רמחל/ספר דרך חכמה.txt,Orayta,28
כללי מאמר החכמה.txt,אוצריא/קבלה/רמחל/כללי מאמר החכמה.txt,Orayta,55
ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/ספר קנאת ה' צבאות.txt,Orayta,278
כללי ספר מלחמות משה.txt,אוצריא/קבלה/רמחל/כללי ספר מלחמות משה.txt,Orayta,66
דברי תורה בשם המגיד לרמחל.txt,אוצריא/קבלה/רמחל/דברי תורה בשם המגיד לרמחל.txt,Orayta,29
קיצור שע ילקוט יוסף החדש - אורח חיים.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אורח חיים.txt,Orayta,19287
קיצור שע ילקוט יוסף החדש - יורה דעה.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - יורה דעה.txt,Orayta,8637
קיצור שע ילקוט יוסף החדש - חושן משפט.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - חושן משפט.txt,Orayta,732
קיצור שע ילקוט יוסף החדש - אבן העזר.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אבן העזר.txt,Orayta,1186
גמרא נוחה מסכת בבא קמא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא קמא.txt,Orayta,5834
גמרא נוחה מסכת חגיגה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת חגיגה.txt,Orayta,1322
גמרא נוחה מסכת מכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מכות.txt,Orayta,1417
גמרא נוחה מסכת ביצה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ביצה.txt,Orayta,1833
גמרא נוחה מסכת נדה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נדה.txt,Orayta,4159
גמרא נוחה מסכת בבא בתרא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא בתרא.txt,Orayta,6653
גמרא נוחה מסכת בבא מציעא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בבא מציעא.txt,Orayta,6065
גמרא נוחה מסכת ראש השנה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ראש השנה.txt,Orayta,1891
גמרא נוחה מסכת סוטה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סוטה.txt,Orayta,3018
גמרא נוחה מסכת עבודה זרה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת עבודה זרה.txt,Orayta,3712
גמרא נוחה מסכת יומא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת יומא.txt,Orayta,1475
גמרא נוחה מסכת זבחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת זבחים.txt,Orayta,5373
גמרא נוחה מסכת ברכות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ברכות.txt,Orayta,4388
גמרא נוחה מסכת סנהדרין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סנהדרין.txt,Orayta,6552
גמרא נוחה כריתות פרק ראשון שלשים ושש כריתות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה כריתות פרק ראשון שלשים ושש כריתות.txt,Orayta,21
גמרא נוחה מסכת תענית.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תענית.txt,Orayta,2376
גמרא נוחה מסכת עירובין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת עירובין.txt,Orayta,4836
גמרא נוחה מסכת מועד קטן.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מועד קטן.txt,Orayta,1708
גמרא נוחה מסכת מנחות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מנחות.txt,Orayta,4801
גמרא נוחה מסכת כתובות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת כתובות.txt,Orayta,5274
גמרא נוחה מסכת תמיד.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תמיד.txt,Orayta,509
גמרא נוחה מסכת נדרים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נדרים.txt,Orayta,991
גמרא נוחה מסכת בכורות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת בכורות.txt,Orayta,2739
גמרא נוחה מסכת פסחים.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת פסחים.txt,Orayta,5750
גמרא נוחה מסכת קידושין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת קידושין.txt,Orayta,4213
גמרא נוחה מסכת חולין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת חולין.txt,Orayta,6064
גמרא נוחה מסכת ערכין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת ערכין.txt,Orayta,2073
גמרא נוחה מסכת מגילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מגילה.txt,Orayta,2255
גמרא נוחה מסכת סוכה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת סוכה.txt,Orayta,2558
גמרא נוחה מסכת הוריות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת הוריות.txt,Orayta,915
גמרא נוחה מסכת תמורה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת תמורה.txt,Orayta,883
גמרא נוחה מסכת גיטין.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת גיטין.txt,Orayta,4725
גמרא נוחה מסכת נזיר.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת נזיר.txt,Orayta,2416
גמרא נוחה מסכת יבמות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת יבמות.txt,Orayta,6554
גמרא נוחה מסכת שבת.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת שבת.txt,Orayta,5105
גמרא נוחה מסכת מעילה.txt,אוצריא/תלמוד בבלי/גמרא נוחה/גמרא נוחה מסכת מעילה.txt,Orayta,828
חק לישראל - במדבר.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - במדבר.txt,Orayta,2258
חק לישראל - ויקרא.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - ויקרא.txt,Orayta,2187
חק לישראל - שמות.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - שמות.txt,Orayta,2590
חק לישראל - דברים.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - דברים.txt,Orayta,2368
חק לישראל - בראשית.txt,אוצריא/לימוד יומי/חוק לישראל/חק לישראל - בראשית.txt,Orayta,2929
יהל אור על ספר הזהר.txt,אוצריא/קבלה/זהר/יהל אור על ספר הזהר.txt,sefaria,6290
שער ההקדמות.txt,אוצריא/קבלה/כתבי הארי וחיים ויטאל/שער ההקדמות.txt,sefaria,948
מגלה עמוקות על פרשת ואתחנן.txt,אוצריא/קבלה/ספרי קבלה נוספים/מגלה עמוקות על פרשת ואתחנן.txt,sefaria,535
סדר ברכת הנהנין.txt,אוצריא/הלכה/שולחן ערוך הרב/סדר ברכת הנהנין.txt,sefaria,241
פסקי הסידור.txt,אוצריא/הלכה/שולחן ערוך הרב/פסקי הסידור.txt,sefaria,450
"שולחן ערוך, הקדמה.txt","אוצריא/הלכה/שולחן ערוך/שולחן ערוך, הקדמה.txt",sefaria,10
פרי מגדים על אורח חיים.txt,אוצריא/הלכה/שולחן ערוך/מפרשים/פרי מגדים/פרי מגדים על אורח חיים.txt,sefaria,23163
האגור.txt,אוצריא/הלכה/ראשונים/האגור.txt,sefaria,2954
תורת האדם.txt,אוצריא/הלכה/ראשונים/תורת האדם.txt,sefaria,434
הערות על שערי תורת בבל על ברכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר זרעים/הערות על שערי תורת בבל על ברכות.txt,sefaria,11
שערי תורת בבל על ברכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר זרעים/שערי תורת בבל על ברכות.txt,sefaria,92
שערי תורת בבל על נדרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על נדרים.txt,sefaria,43
הערות על שערי תורת בבל על כתובות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על כתובות.txt,sefaria,11
שערי תורת בבל על קידושין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על קידושין.txt,sefaria,58
הערות על שערי תורת בבל על קידושין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על קידושין.txt,sefaria,7
הערות על שערי תורת בבל על סוטה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על סוטה.txt,sefaria,23
שערי תורת בבל על יבמות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על יבמות.txt,sefaria,120
הערות על שערי תורת בבל על נדרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על נדרים.txt,sefaria,3
הערות על שערי תורת בבל על גיטין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על גיטין.txt,sefaria,6
שערי תורת בבל על סוטה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על סוטה.txt,sefaria,111
שערי תורת בבל על נזיר.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על נזיר.txt,sefaria,79
שערי תורת בבל על גיטין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על גיטין.txt,sefaria,67
שערי תורת בבל על כתובות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/שערי תורת בבל על כתובות.txt,sefaria,88
הערות על שערי תורת בבל על נזיר.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על נזיר.txt,sefaria,14
הערות על שערי תורת בבל על יבמות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נשים/הערות על שערי תורת בבל על יבמות.txt,sefaria,26
שערי תורת בבל על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על הוריות.txt,sefaria,27
שערי תורת בבל על שבועות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על שבועות.txt,sefaria,38
שערי תורת בבל על בבא בתרא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על בבא בתרא.txt,sefaria,88
שערי תורת בבל על בבא קמא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על בבא קמא.txt,sefaria,152
שערי תורת בבל על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על סנהדרין.txt,sefaria,192
הערות על שערי תורת בבל על עבודה זרה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על עבודה זרה.txt,sefaria,21
הערות על שערי תורת בבל על בבא בתרא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על בבא בתרא.txt,sefaria,10
הערות על שערי תורת בבל על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על סנהדרין.txt,sefaria,26
שערי תורת בבל על בבא מציעא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על בבא מציעא.txt,sefaria,58
הערות על שערי תורת בבל על מכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על מכות.txt,sefaria,7
שערי תורת בבל על מכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על מכות.txt,sefaria,27
הערות על שערי תורת בבל על בבא קמא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על בבא קמא.txt,sefaria,9
שערי תורת בבל על עבודה זרה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/שערי תורת בבל על עבודה זרה.txt,sefaria,144
