שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
הערות על שערי תורת בבל על שבועות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על שבועות.txt,sefaria,2
הערות על שערי תורת בבל על בבא מציעא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר נזיקין/הערות על שערי תורת בבל על בבא מציעא.txt,sefaria,4
הערות על שערי תורת בבל על אבות דרבי נתן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/הערות על שערי תורת בבל על אבות דרבי נתן.txt,sefaria,1
שערי תורת בבל על מסכת דרך ארץ זוטא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת דרך ארץ זוטא.txt,sefaria,9
שערי תורת בבל על מסכת עבדים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת עבדים.txt,sefaria,6
שערי תורת בבל על מסכת כותים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת כותים.txt,sefaria,6
הערות על שערי תורת בבל על מסכת דרך ארץ זוטא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/הערות על שערי תורת בבל על מסכת דרך ארץ זוטא.txt,sefaria,2
שערי תורת בבל על אבות דרבי נתן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על אבות דרבי נתן.txt,sefaria,12
שערי תורת בבל על מסכת גרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת גרים.txt,sefaria,6
שערי תורת בבל על מסכת כלה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת כלה.txt,sefaria,6
הערות על שערי תורת בבל על מסכת סופרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/הערות על שערי תורת בבל על מסכת סופרים.txt,sefaria,3
שערי תורת בבל על מסכת דרך ארץ רבה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת דרך ארץ רבה.txt,sefaria,9
שערי תורת בבל על מסכת סופרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת סופרים.txt,sefaria,42
שערי תורת בבל על מסכת שמחות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/מסכתות קטנות/שערי תורת בבל על מסכת שמחות.txt,sefaria,15
שערי תורת בבל על מנחות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על מנחות.txt,sefaria,177
שערי תורת בבל על תמורה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על תמורה.txt,sefaria,78
הערות על שערי תורת בבל על זבחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על זבחים.txt,sefaria,11
שערי תורת בבל על ערכין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על ערכין.txt,sefaria,49
הערות על שערי תורת בבל על מנחות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על מנחות.txt,sefaria,17
שערי תורת בבל על זבחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על זבחים.txt,sefaria,89
שערי תורת בבל על חולין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על חולין.txt,sefaria,208
שערי תורת בבל על מעילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על מעילה.txt,sefaria,32
שערי תורת בבל על כריתות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על כריתות.txt,sefaria,42
הערות על שערי תורת בבל על מעילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על מעילה.txt,sefaria,2
הערות על שערי תורת בבל על תמיד.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על תמיד.txt,sefaria,10
שערי תורת בבל על תמיד.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על תמיד.txt,sefaria,31
הערות על שערי תורת בבל על כריתות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על כריתות.txt,sefaria,4
הערות על שערי תורת בבל על בכורות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על בכורות.txt,sefaria,29
הערות על שערי תורת בבל על חולין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על חולין.txt,sefaria,30
שערי תורת בבל על בכורות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/שערי תורת בבל על בכורות.txt,sefaria,95
הערות על שערי תורת בבל על תמורה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר קדשים/הערות על שערי תורת בבל על תמורה.txt,sefaria,14
שערי תורת בבל על נדה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר טהרות/שערי תורת בבל על נדה.txt,sefaria,87
הערות על שערי תורת בבל על נדה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר טהרות/הערות על שערי תורת בבל על נדה.txt,sefaria,5
הערות על שערי תורת בבל על עירובין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על עירובין.txt,sefaria,14
שערי תורת בבל על מגילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על מגילה.txt,sefaria,57
שערי תורת בבל על פסחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על פסחים.txt,sefaria,142
שערי תורת בבל על חגיגה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על חגיגה.txt,sefaria,55
שערי תורת בבל על שבת.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על שבת.txt,sefaria,121
שערי תורת בבל על יומא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על יומא.txt,sefaria,149
שערי תורת בבל על עירובין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על עירובין.txt,sefaria,81
הערות על שערי תורת בבל על שבת.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על שבת.txt,sefaria,12
הערות על שערי תורת בבל על תענית.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על תענית.txt,sefaria,15
שערי תורת בבל על תענית.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על תענית.txt,sefaria,48
הערות על שערי תורת בבל על ראש השנה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על ראש השנה.txt,sefaria,14
הערות על שערי תורת בבל על פסחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על פסחים.txt,sefaria,29
הערות על שערי תורת בבל על מגילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על מגילה.txt,sefaria,16
הערות על שערי תורת בבל על סוכה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על סוכה.txt,sefaria,15
שערי תורת בבל על ראש השנה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על ראש השנה.txt,sefaria,73
שערי תורת בבל על ביצה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על ביצה.txt,sefaria,30
הערות על שערי תורת בבל על ביצה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על ביצה.txt,sefaria,9
הערות על שערי תורת בבל על חגיגה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על חגיגה.txt,sefaria,4
שערי תורת בבל על סוכה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על סוכה.txt,sefaria,67
הערות על שערי תורת בבל על מועד קטן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על מועד קטן.txt,sefaria,20
שערי תורת בבל על מועד קטן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/שערי תורת בבל על מועד קטן.txt,sefaria,67
הערות על שערי תורת בבל על יומא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/שערי תורת בבל/סדר מועד/הערות על שערי תורת בבל על יומא.txt,sefaria,27
רשימות שיעורים על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/רשימות שיעורים/רשימות שיעורים על סנהדרין.txt,sefaria,2931
הערות על רשימות שיעורים על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/רשימות שיעורים/הערות על רשימות שיעורים על הוריות.txt,sefaria,80
הערות על רשימות שיעורים על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/רשימות שיעורים/הערות על רשימות שיעורים על סנהדרין.txt,sefaria,647
רשימות שיעורים על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/רשימות שיעורים/רשימות שיעורים על הוריות.txt,sefaria,389
אבות דרבי נתן נוסח ב.txt,אוצריא/תלמוד בבלי/מסכתות קטנות/אבות דרבי נתן נוסח ב.txt,sefaria,688
גבורת ארי על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/גבורת ארי/גבורת ארי על יומא.txt,sefaria,629
גבורת ארי על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/גבורת ארי/גבורת ארי על ביצה.txt,sefaria,11
גבורת ארי על נזיר.txt,אוצריא/תלמוד בבלי/אחרונים/גבורת ארי/גבורת ארי על נזיר.txt,sefaria,6
גבורת ארי על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/גבורת ארי/גבורת ארי על מכות.txt,sefaria,101
גבורת ארי על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/גבורת ארי/גבורת ארי על תענית.txt,sefaria,450
צלח על מנחות.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על מנחות.txt,sefaria,39
צלח על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על תענית.txt,sefaria,6
צלח על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על ראש השנה.txt,sefaria,57
צלח על זבחים.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על זבחים.txt,sefaria,42
צלח על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על ברכות.txt,sefaria,1054
צלח על חגיגה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על חגיגה.txt,sefaria,63
צלח על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על עירובין.txt,sefaria,61
צלח על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על מגילה.txt,sefaria,37
צלח על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/צלח/צלח על שבת.txt,sefaria,669
