ref,line_index
Sha'arei Torat Bavel on Mishnah Terumot 5:1:1,5
Sha'arei Torat Bavel on Mishnah Terumot 5:2:1,7
Sha'arei Torat Bavel on Mishnah Terumot 9:7:1,10
