שם הקובץ,נתיב הקובץ,תיקיית המקור
רש משאנץ על משנה שביעית.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה שביעית.txt,sefaria
רש משאנץ על משנה דמאי.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה דמאי.txt,sefaria
רש משאנץ על משנה טבול יום.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה טבול יום.txt,sefaria
רש משאנץ על משנה עוקצים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה עוקצים.txt,sefaria
רש משאנץ על משנה מעשר שני.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה מעשר שני.txt,sefaria
רש משאנץ על משנה כלים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה כלים.txt,sefaria
רש משאנץ על משנה כלאים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה כלאים.txt,sefaria
רש משאנץ על משנה טהרות.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה טהרות.txt,sefaria
רש משאנץ על משנה זבים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה זבים.txt,sefaria
רש משאנץ על משנה ביכורים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה ביכורים.txt,sefaria
רש משאנץ על משנה חלה.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה חלה.txt,sefaria
רש משאנץ על משנה מעשרות.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה מעשרות.txt,sefaria
רש משאנץ על משנה ידים.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה ידים.txt,sefaria
רש משאנץ על משנה פרה.txt,אוצריא/משנה/ראשונים/רש משאנץ/רש משאנץ על משנה פרה.txt,sefaria
הקדמת הרמבם למשנה.txt,אוצריא/משנה/ראשונים/רמבם/הקדמת הרמבם למשנה.txt,sefaria
רמבם משנה יומא.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה יומא.txt,sefaria
רמבם על משנה פסחים.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה פסחים.txt,sefaria
רמבם על משנה מגילה.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה מגילה.txt,sefaria
רמבם משנה סוכה.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה סוכה.txt,sefaria
רמבם על משנה שקלים.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה שקלים.txt,sefaria
רמבם משנה חגיגה.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה חגיגה.txt,sefaria
רמבם על משנה מועד קטן.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה מועד קטן.txt,sefaria
רמבם על משנה שבת.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה שבת.txt,sefaria
רמבם על משנה ראש השנה.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם על משנה ראש השנה.txt,sefaria
רמבם משנה ביצה.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה ביצה.txt,sefaria
רמבם משנה תענית.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה תענית.txt,sefaria
רמבם משנה עירובין.txt,אוצריא/משנה/ראשונים/רמבם/סדר מועד/רמבם משנה עירובין.txt,sefaria
רמבם משנה אהלות.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה אהלות.txt,sefaria
רמבם משנה זבים.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה זבים.txt,sefaria
רמבם הקדמה לסדר טהרות.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם הקדמה לסדר טהרות.txt,sefaria
רמבם משנה כלים.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה כלים.txt,sefaria
רמבם משנה עוקצים.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה עוקצים.txt,sefaria
רמבם על משנה נדה.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם על משנה נדה.txt,sefaria
רמבם משנה מקואות.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה מקואות.txt,sefaria
רמבם משנה פרה.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה פרה.txt,sefaria
רמבם משנה טבול יום.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה טבול יום.txt,sefaria
רמבם משנה טהרות.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה טהרות.txt,sefaria
רמבם משנה נגעים.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה נגעים.txt,sefaria
רמבם משנה ידים.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה ידים.txt,sefaria
רמבם משנה מכשירין.txt,אוצריא/משנה/ראשונים/רמבם/סדר טהרות/רמבם משנה מכשירין.txt,sefaria
רמבם הקדמה לסדר קודשים.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם הקדמה לסדר קודשים.txt,sefaria
רמבם על משנה מעילה.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה מעילה.txt,sefaria
רמבם על משנה כריתות.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה כריתות.txt,sefaria
רמבם משנה מדות.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם משנה מדות.txt,sefaria
רמבם על משנה מנחות.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה מנחות.txt,sefaria
רמבם על משנה בכורות.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה בכורות.txt,sefaria
רמבם על משנה חולין.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה חולין.txt,sefaria
רמבם על משנה תמיד.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה תמיד.txt,sefaria
רמבם על משנה זבחים.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה זבחים.txt,sefaria
רמבם על משנה קינים.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה קינים.txt,sefaria
רמבם על משנה ערכין.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה ערכין.txt,sefaria
רמבם על משנה תמורה.txt,אוצריא/משנה/ראשונים/רמבם/סדר קדשים/רמבם על משנה תמורה.txt,sefaria
רמבם משנה שביעית.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה שביעית.txt,sefaria
רמבם משנה כלאים.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה כלאים.txt,sefaria
רמבם משנה מעשרות.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה מעשרות.txt,sefaria
רמבם על משנה ברכות.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם על משנה ברכות.txt,sefaria
רמבם משנה תרומות.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה תרומות.txt,sefaria
רמבם משנה ביכורים.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה ביכורים.txt,sefaria
רמבם משנה דמאי.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה דמאי.txt,sefaria
רמבם משנה ערלה.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה ערלה.txt,sefaria
רמבם משנה פאה.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה פאה.txt,sefaria
רמבם משנה מעשר שני.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה מעשר שני.txt,sefaria
רמבם משנה חלה.txt,אוצריא/משנה/ראשונים/רמבם/סדר זרעים/רמבם משנה חלה.txt,sefaria
רמבם על משנה כתובות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה כתובות.txt,sefaria
רמבם משנה נדרים.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם משנה נדרים.txt,sefaria
רמבם על משנה נזיר.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה נזיר.txt,sefaria
רמבם על משנה יבמות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה יבמות.txt,sefaria
רמבם על משנה סוטה.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה סוטה.txt,sefaria
רמבם על משנה קידושין.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה קידושין.txt,sefaria
רמבם על משנה גיטין.txt,אוצריא/משנה/ראשונים/רמבם/סדר נשים/רמבם על משנה גיטין.txt,sefaria
רמבם משנה בבא בתרא.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם משנה בבא בתרא.txt,sefaria
רמבם על משנה מכות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה מכות.txt,sefaria
רמבם משנה עבודה זרה.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם משנה עבודה זרה.txt,sefaria
רמבם על משנה בבא מציעא.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה בבא מציעא.txt,sefaria
רמבם על משנה הוריות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה הוריות.txt,sefaria
רמבם על משנה שבועות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה שבועות.txt,sefaria
רמבם משנה עדיות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם משנה עדיות.txt,sefaria
רמבם על משנה סנהדרין.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה סנהדרין.txt,sefaria
רמבם על משנה בבא קמא.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם על משנה בבא קמא.txt,sefaria
רמבם משנה אבות.txt,אוצריא/משנה/ראשונים/רמבם/סדר נזיקין/רמבם משנה אבות.txt,sefaria
אמרות טהורות.docx,אוצריא/ספרי מוסר/אחרונים/אמרות טהורות.docx,sefaria
מזור ותרופה.docx,אוצריא/ספרי מוסר/אחרונים/מזור ותרופה.docx,sefaria
יערות דבש.txt,אוצריא/ספרי מוסר/אחרונים/יערות דבש.txt,sefaria
מאמר צפית לישועה.txt,אוצריא/ספרי מוסר/אחרונים/מאמר צפית לישועה.txt,sefaria
מאמר מזכה הרבים.txt,אוצריא/ספרי מוסר/אחרונים/מאמר מזכה הרבים.txt,sefaria
קונטרס חובת השמירה.txt,אוצריא/ספרי מוסר/אחרונים/קונטרס חובת השמירה.txt,sefaria
אהבת דוד.txt,אוצריא/ספרי מוסר/אחרונים/אהבת דוד.txt,sefaria
מסילת ישרים.txt,אוצריא/ספרי מוסר/אחרונים/מסילת ישרים.txt,sefaria
מאמר תורת הבית.txt,אוצריא/ספרי מוסר/אחרונים/מאמר תורת הבית.txt,sefaria
שמירת הלשון.txt,אוצריא/ספרי מוסר/אחרונים/שמירת הלשון.txt,sefaria
פלא יועץ.txt,אוצריא/ספרי מוסר/אחרונים/פלא יועץ.txt,sefaria
