displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
משכנות הרועים,Chiddushim by Topic,1860,mishkanotharoim_EGT,Levorno,https://files.dicta.org.il/mishkanotharoim/mishkanotharoim__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' עוזיאל לחאייך,ליוורנו,,https://files.dicta.org.il/mishkanotharoim/mishkanotharoim__nikud_meteg_files.zip,https://files.dicta.org.il/mishkanotharoim/mishkanotharoim__ocr_data_html_files.zip,Uziel Lachaich,mishkanotharoim,Mishkanot Ha-Ro’im
משמרות כהונה חלק א,Acharonim on Talmud Bavli,1862,mishmerotkehunah1_EGT,Livorno,https://files.dicta.org.il/mishmerotkehunah1/mishmerotkehunah1__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אברהם הכהן יצחקי,ליוורנו,,https://files.dicta.org.il/mishmerotkehunah1/mishmerotkehunah1__nikud_meteg_files.zip,https://files.dicta.org.il/mishmerotkehunah1/mishmerotkehunah1__ocr_data_html_files.zip,Avraham ben Yitzhak Hi haCohen Yitzhakו,mishmerotkehunah1,Mishmerot Kehunah part 1
משמרות כהונה חלק ב,Acharonim on Talmud Bavli,1862,mishmerotkehunah2_EGT,Livorno,https://files.dicta.org.il/mishmerotkehunah2/mishmerotkehunah2__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אברהם הכהן יצחקי,ליוורנו,,https://files.dicta.org.il/mishmerotkehunah2/mishmerotkehunah2__nikud_meteg_files.zip,https://files.dicta.org.il/mishmerotkehunah2/mishmerotkehunah2__ocr_data_html_files.zip,Avraham ben Yitzhak Hi haCohen Yitzhakו,mishmerotkehunah2,Mishmerot Kehunah part 2
משמרות כהונה חלק ג,Acharonim on Talmud Bavli,1862,mishmerotkehunah3,Livorno,https://files.dicta.org.il/mishmerotkehunah3/mishmerotkehunah3__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אברהם הכהן יצחקי,ליוורנו,,https://files.dicta.org.il/mishmerotkehunah3/mishmerotkehunah3__nikud_meteg_files.zip,https://files.dicta.org.il/mishmerotkehunah3/mishmerotkehunah3__ocr_data_html_files.zip,Avraham ben Yitzhak Hi haCohen Yitzhakו,mishmerotkehunah3,Mishmerot Kehunah part 3
"משנה למלך אחרון (הרמב""ם)",Commentaries on the Rambam,1905,mishnehlamelekhaharon_EGT,Jerusalem,https://files.dicta.org.il/mishnehlamelekhaharon/mishnehlamelekhaharon__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' מרדכי לוריא,ירושלים,,https://files.dicta.org.il/mishnehlamelekhaharon/mishnehlamelekhaharon__nikud_meteg_files.zip,https://files.dicta.org.il/mishnehlamelekhaharon/mishnehlamelekhaharon__ocr_data_html_files.zip,Rabbi Mordechai Luria,mishnehlamelekhaharon,Mishneh Lamelekh Aharon (Rambam)
משנה שכיר חלק א,Responsa,1924,mishnesachir1,,https://files.dicta.org.il/mishnesachir1/mishnesachir1__text_files.zip,"שו""ת",ספריית דיקטה,רבי ישכר שלמה טייכטאל,ברדיוב,,https://files.dicta.org.il/mishnesachir1/mishnesachir1__nikud_meteg_files.zip,https://files.dicta.org.il/mishnesachir1/mishnesachir1__ocr_data_html_files.zip,Yissachar Shlomo Teichtal,mishnesachir1,Mishne Sachir part 1
משפטים ישרים,Responsa,1891,mishpatimyesharim_EGT,Krakow,https://files.dicta.org.il/mishpatimyesharim/mishpatimyesharim__text_files.zip,"שו""ת",,רבי רפאל בן מרדכי ברדוגו,קראקא,,https://files.dicta.org.il/mishpatimyesharim/mishpatimyesharim__nikud_meteg_files.zip,https://files.dicta.org.il/mishpatimyesharim/mishpatimyesharim__ocr_data_html_files.zip,Raphael Berdugo,mishpatimyesharim,Mishpatim Yesharim
נאות דשא,Responsa,1861,naotdesha,Lʹviv,https://files.dicta.org.il/naotdesha/naotdesha__text_files.zip,"שו""ת",ספריית דיקטה,רבי דוד שלמה אייבשיץ,לעמבערג,,https://files.dicta.org.il/naotdesha/naotdesha__nikud_meteg_files.zip,https://files.dicta.org.il/naotdesha/naotdesha__ocr_data_html_files.zip,David Solomon Eibeschutz,naotdesha,Naot Desha
נאות יעקב חלק א,Responsa,1899,neotyaakov1,Warsaw,https://files.dicta.org.il/neotyaakov1/neotyaakov1__text_files.zip,"שו""ת",ספריית דיקטה,"אלגאזי, ישראל יעקב בן יום טוב",ורשה,,https://files.dicta.org.il/neotyaakov1/neotyaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/neotyaakov1/neotyaakov1__ocr_data_html_files.zip,Israel Yaakov Algazi,neotyaakov1,Neot Yaakov part 1
נאות יעקב חלק ב,Halachah and Minhagim,1899,neotyaakov2,Warsaw,https://files.dicta.org.il/neotyaakov2/neotyaakov2__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,"אלגאזי, ישראל יעקב בן יום טוב",ורשה,,https://files.dicta.org.il/neotyaakov2/neotyaakov2__nikud_meteg_files.zip,https://files.dicta.org.il/neotyaakov2/neotyaakov2__ocr_data_html_files.zip,Israel Yaakov Algazi,neotyaakov2,Neot Yaakov part 2
"נאם דוד (רמב""ם)",Commentaries on the Rambam,1844,neumdavidrambam,Livorno,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' דוד מועטי,ליוורנו,,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__nikud_meteg_files.zip,https://files.dicta.org.il/neumdavidrambam/neumdavidrambam__ocr_data_html_files.zip,R. David Moeti,neumdavidrambam,Ne’um David (Rambam)
נועם ירושלמי על זרעים,Yerushalmi Commentaries,1869,noamyerushalamizeraim,Vilna,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__text_files.zip,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"שפירא, יהושע איזיק בן יחיאל",וילנה,,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalamizeraim/noamyerushalamizeraim__ocr_data_html_files.zip,Yehoshua Izaik bar Yehiel Shapiro,noamyerushalamizeraim,Noam Yerushalami Zeraim
נועם ירושלמי על מועד,Yerushalmi Commentaries,1869,noamyerushalamimoed,Vilna,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__text_files.zip,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"שפירא, יהושע איזיק בן יחיאל",וילנה,,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalamimoed/noamyerushalamimoed__ocr_data_html_files.zip,Yehoshua Izaik bar Yehiel Shapiro,noamyerushalamimoed,Noam Yerushalami Moed
נועם ירושלמי על נזיקין,Yerushalmi Commentaries,1869,noamyerushalaminezikin,Vilna,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__text_files.zip,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"שפירא, יהושע איזיק בן יחיאל",וילנה,,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalaminezikin/noamyerushalaminezikin__ocr_data_html_files.zip,Yehoshua Izaik bar Yehiel Shapiro,noamyerushalaminezikin,Noam Yerushalami Nezikin
נועם ירושלמי על נשים,Yerushalmi Commentaries,1869,noamyerushalaminashim,Vilna,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__text_files.zip,מפרשים וחיבורים על הירושלמי,ספריית דיקטה,"שפירא, יהושע איזיק בן יחיאל",וילנה,,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__nikud_meteg_files.zip,https://files.dicta.org.il/noamyerushalaminashim/noamyerushalaminashim__ocr_data_html_files.zip,Yehoshua Izaik bar Yehiel Shapiro,noamyerushalaminashim,Noam Yerushalami Nashim
נושא האפוד,Responsa,1913,noseihaephod_EGT,Sofia,https://files.dicta.org.il/noseihaephod/noseihaephod__text_files.zip,"שו""ת",ספריית דיקטה,רבי דוד פיפאנו,סופיה,,https://files.dicta.org.il/noseihaephod/noseihaephod__nikud_meteg_files.zip,https://files.dicta.org.il/noseihaephod/noseihaephod__ocr_data_html_files.zip,Dovid Ben Avraham Pipeno,noseihaephod,Nosei Ha-Ephod
נזר הקודש - בכורות,Acharonim on Talmud Bavli,1945,nezerhakodeshbekhorot,New York,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshbekhorot/nezerhakodeshbekhorot__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshbekhorot,nezer hakodesh (Bekhorot )
נזר הקודש - זבחים,Acharonim on Talmud Bavli,1930,nezerhakodeshzevachim,New York,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshzevachim/nezerhakodeshzevachim__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshzevachim,nezer hakodesh (Zevachim)
נזר הקודש - חולין,Acharonim on Talmud Bavli,1950,nezerhakodeshchullin,New York,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshchullin/nezerhakodeshchullin__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshchullin,nezer hakodesh (kritot)
נזר הקודש - מנחות,Acharonim on Talmud Bavli,1934,nezerhakodeshmenachot,New York,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshmenachot/nezerhakodeshmenachot__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshmenachot,nezer hakodesh (Menachot)
נזר הקודש - מעילה,Acharonim on Talmud Bavli,1943,nezerhakodeshmeilah,New York,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshmeilah/nezerhakodeshmeilah__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshmeilah,nezer hakodesh (Meilah)
נזר הקודש - תמיד,Acharonim on Talmud Bavli,1951,nezerhakodeshtamid,New York,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה רוזין,ניו יורק,,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__nikud_meteg_files.zip,https://files.dicta.org.il/nezerhakodeshtamid/nezerhakodeshtamid__ocr_data_html_files.zip,Moshe Rosen,nezerhakodeshtamid,nezer hakodesh (Tamid)
נחל יצחק חלק א,Commentaries on Shulchan Aruch,1872,nachalyitzchak1_EGT,Vilna,https://files.dicta.org.il/nachalyitzchak1/nachalyitzchak1__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,וילנא,,https://files.dicta.org.il/nachalyitzchak1/nachalyitzchak1__nikud_meteg_files.zip,https://files.dicta.org.il/nachalyitzchak1/nachalyitzchak1__ocr_data_html_files.zip,"Spektor, Isaac Elhanan,",nachalyitzchak1,Nachal Yitzchak part 1
נחל יצחק חלק ב,Commentaries on Shulchan Aruch,1872,nachalyitzchak2_EGT,Vilna,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,וילנא,,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__nikud_meteg_files.zip,https://files.dicta.org.il/nachalyitzchak2/nachalyitzchak2__ocr_data_html_files.zip,"Spektor, Isaac Elhanan,",nachalyitzchak2,Nachal Yitzchak part 2
נחלת אבות,Responsa,1866,nachalatavot_EGT,Pressburg,https://files.dicta.org.il/nachalatavot/nachalatavot__text_files.zip,"שו""ת",ספריית דיקטה,רבי ישראל איסר וולף,פרעסבורג,,https://files.dicta.org.il/nachalatavot/nachalatavot__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatavot/nachalatavot__ocr_data_html_files.zip,Yisroel Isser,nachalatavot,Nachalat Avot
נחלת דוד בבא בתרא,Acharonim on Talmud Bavli,1944,nachalatdavidbavabatra_EGT,,https://files.dicta.org.il/nachalatdavidbavabatra/nachalatdavidbavabatra__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"דוד טבל בן משה, ממינסק","חמ""ד",,https://files.dicta.org.il/nachalatdavidbavabatra/nachalatdavidbavabatra__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatdavidbavabatra/nachalatdavidbavabatra__ocr_data_html_files.zip,Dovid Tevil,nachalatdavidbavabatra,Nachalat David Bava Batra
נחלת דוד בבא מציעא,Acharonim on Talmud Bavli,1947,nachalatdavidbavametzia_EGT,New York,https://files.dicta.org.il/nachalatdavidbavametzia/nachalatdavidbavametzia__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"דוד טבל בן משה, ממינסק",ניו יורק,,https://files.dicta.org.il/nachalatdavidbavametzia/nachalatdavidbavametzia__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatdavidbavametzia/nachalatdavidbavametzia__ocr_data_html_files.zip,Dovid Tevil,nachalatdavidbavametzia,Nachalat David Bava Metzia
נחלת דוד בבא קמא,Acharonim on Talmud Bavli,1947,nachalatdavidbavakamma,New York,https://files.dicta.org.il/nachalatdavidbavakamma/nachalatdavidbavakamma__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"דוד טבל בן משה, ממינסק",ניו יורק,,https://files.dicta.org.il/nachalatdavidbavakamma/nachalatdavidbavakamma__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatdavidbavakamma/nachalatdavidbavakamma__ocr_data_html_files.zip,Dovid Tevil,nachalatdavidbavakamma,Nachalat David Bava Kamma
נחלת יהושע,Responsa,1851,nachalatyehoshua,Warsaw,https://files.dicta.org.il/nachalatyehoshua/nachalatyehoshua__text_files.zip,"שו""ת",,הרב יהושע יצחק שפירא,ווארשא,,https://files.dicta.org.il/nachalatyehoshua/nachalatyehoshua__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatyehoshua/nachalatyehoshua__ocr_data_html_files.zip,Yehoshua Isaac Shapiro,nachalatyehoshua,Nachalat Yehoshua
נחלת יעקב,Bible Commentaries,1887,nachalatyaakov,Lamberg,https://files.dicta.org.il/nachalatyaakov/nachalatyaakov__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,"יעקב בן יעקב משה, מליסה",לעמבערג,,https://files.dicta.org.il/nachalatyaakov/nachalatyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatyaakov/nachalatyaakov__ocr_data_html_files.zip,Yaakov ben Yaakov Moshe Lorberbaum of Lissa,nachalatyaakov,Nachalat Yaakov
נחלת שבעה מהדורא קמא חלק ב,Responsa,1884,nachalatshivahmahadurakama2,Warsaw,https://files.dicta.org.il/nachalatshivahmahadurakama2/nachalatshivahmahadurakama2__text_files.zip,"שו""ת",ספריית דיקטה,"רבי שמואל הלוי סג""ל",ווארשא,,https://files.dicta.org.il/nachalatshivahmahadurakama2/nachalatshivahmahadurakama2__nikud_meteg_files.zip,https://files.dicta.org.il/nachalatshivahmahadurakama2/nachalatshivahmahadurakama2__ocr_data_html_files.zip,David ha-Levi Segal,nachalatshivahmahadurakama2,Nahalat shivah Mahadura Kama part 2
"נשאל דוד (שו""ת)",Responsa,1857,nishaldavidresponsa,Levorno,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__text_files.zip,"שו""ת",ספריית דיקטה,הרב דוד בונאן,ליוורנו,,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/nishaldavidresponsa/nishaldavidresponsa__ocr_data_html_files.zip,David Bonan,nishaldavidresponsa,Nishal David Responsa
נשמת חיים,Jewish thought,1878,nishmatchayim,Warsaw,https://files.dicta.org.il/nishmatchayim/nishmatchayim__text_files.zip,מחשבה יהודית,,הרב מנשה בן ישראל,ווארשא,,https://files.dicta.org.il/nishmatchayim/nishmatchayim__nikud_meteg_files.zip,https://files.dicta.org.il/nishmatchayim/nishmatchayim__ocr_data_html_files.zip,rabbi menasseh ben israel,nishmatchayim,Nishmat Chayim
נתיב מאיר,Commentaries on the Rambam,1931,nativmeir,,https://files.dicta.org.il/nativmeir/nativmeir__text_files.zip,"מפרשים וחיבורים על הרמב""ם",,"מץ, מאיר ליב בן יהושע מרדכי",קיידאן,,https://files.dicta.org.il/nativmeir/nativmeir__nikud_meteg_files.zip,https://files.dicta.org.il/nativmeir/nativmeir__ocr_data_html_files.zip,"Metz, Meir Liv ben Yehoshua Mordechai",nativmeir,Nativ Meir
סדר ברכות,Reference,1902,sdeichemedpeathasadeh5,Warsaw,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__text_files.zip,כללים ומערכות בהלכה,,הרב חיים חזקיהו מדיני,ווארשא,,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__nikud_meteg_files.zip,https://files.dicta.org.il/sdeichemedpeathasadeh5/sdeichemedpeathasadeh5__ocr_data_html_files.zip,rabbi Chaim Hezekiah Medini,sdeichemedpeathasadeh5,Sdei Chemed peat hasadeh marechet He
סדר היום,Mussar and Jewish Thought,1876,sederyom_EGT,Lublin,https://files.dicta.org.il/sederyom/sederyom__text_files.zip,ספרי מחשבה ומוסר,ספריית דיקטה,רבי משה בן מכיר,לובלין,,https://files.dicta.org.il/sederyom/sederyom__nikud_meteg_files.zip,https://files.dicta.org.il/sederyom/sederyom__ocr_data_html_files.zip,Moshe ben Machir,sederyom,Seder Yom
סדרי טהרה,Commentaries on Shulchan Aruch,1880,sidreitaharah1_EGT,Vilna,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,,רבי אלחנן אשכנזי,ווילנא,,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__nikud_meteg_files.zip,https://files.dicta.org.il/sidreitaharah1/sidreitaharah1__ocr_data_html_files.zip,rabbi elchanan ashkenazi,sidreitaharah1,Sidrei Taharah
