שם בעברית,שם באנגלית,כשר\לא,קטגוריות
אבן עזרא על שמות; פירוש הקצר,Ibn Ezra HaKatzar on Exodus,,תנך,ראשונים על התנ״ך,אבן עזרא,תורה
רמבן על איוב,Ramban on Job,,תנך,ראשונים על התנ״ך,רמבן
אשכול הכופר על רות,Eshkol HaKofer on Ruth,,תנך,ראשונים על התנ״ך
דברי דוד על רש״י,Divrei David on Rashi,,תנך,אחרונים על התנ״ך,דברי דוד
מחוקקי יהודה קרני אור,Mechokekei Yehudah; Karnei Ohr,,תנך,אחרונים על התנ״ך,מחוקקי יהודה
מחוקקי יהודה יהל אור,Mechokekei Yehudah; Yahel Ohr,,תנך,אחרונים על התנ״ך,מחוקקי יהודה
מגלה עמוקות על התורה,Megalleh Amukkot on Torah,,תנך,אחרונים על התנ״ך
נחלת יעקב,Nachalat Ya'akov,,תנך,אחרונים על התנ״ך,נחלת יעקב
ראשון לציון על יהושע,Rishon LeTzion on Joshua,,תנך,אחרונים על התנ״ך,אור החיים,נביאים
ראשון לציון על שופטים,Rishon LeTzion on Judges,,תנך,אחרונים על התנ״ך,אור החיים,נביאים
ראשון לציון על שמואל ב,Rishon LeTzion on II Samuel,,תנך,אחרונים על התנ״ך,אור החיים,נביאים
ראשון לציון על ישעיהו,Rishon LeTzion on Isaiah,,תנך,אחרונים על התנ״ך,אור החיים,נביאים
ראשון לציון על משלי,Rishon LeTzion on Proverbs,,תנך,אחרונים על התנ״ך,אור החיים,כתובים
ראשון לציון על שיר השירים,Rishon LeTzion on Song of Songs,,תנך,אחרונים על התנ״ך,אור החיים,כתובים
ראשון לציון על איכה,Rishon LeTzion on Lamentations,,תנך,אחרונים על התנ״ך,אור החיים,כתובים
ראשון לציון על אסתר,Rishon LeTzion on Esther,,תנך,אחרונים על התנ״ך,אור החיים,כתובים
פרדס יוסף,Pardes Yosef,,תנך,אחרונים על התנ״ך
צאינה וראינה,Tze'enah Ure'enah,,תנך,אחרונים על התנ״ך
פירושי רדצ הופמן על שמות,David Zvi Hoffmann on Exodus,,תנך,פירושים מודרניים על התנ״ך
פירושי רדצ הופמן על ויקרא,David Zvi Hoffmann on Leviticus,,תנך,פירושים מודרניים על התנ״ך
