שם ספר,דור,קטגוריה,נתיב הספר,,,,,,,,,,,,,,,,,,,
"יצחק ירנן על משנה תורה, הלכות תשובה",אחרונים,הלכה,"הלכה\משנה תורה\מפרשים\יצחק ירנן\ספר מדע\יצחק ירנן על משנה תורה, הלכות תשובה.txt",,,,,,,,,,,,,,,,,,,
יקר מפז,אחרונים,חסידות,חסידות\ספרי חסידות נוספים\יקר מפז.txt,,,,,,,,,,,,,,,,,,,
"יקר תפארת על משנה תורה, הלכות עבדים",אחרונים,הלכה,"הלכה\משנה תורה\מפרשים\יקר תפארת\ספר קניין\יקר תפארת על משנה תורה, הלכות עבדים.txt",,,,,,,,,,,,,,,,,,,
"יקר תפארת על משנה תורה, הלכות שלוחין ושותפין",אחרונים,הלכה,"הלכה\משנה תורה\מפרשים\יקר תפארת\ספר קניין\יקר תפארת על משנה תורה, הלכות שלוחין ושותפין.txt",,,,,,,,,,,,,,,,,,,
יריעות שלמה על התורה,אחרונים,תנך,תנך\אחרונים\יריעות שלמה על התורה.txt,,,,,,,,,,,,,,,,,,,
ירמיהו,תורה שבכתב,תנך,תנך\נביאים\ירמיהו.txt,,,,,,,,,,,,,,,,,,,
יש מאין חלק א,אחרונים,שות,שות\אחרונים\יש מאין חלק א.txt,,,,,,,,,,,,,,,,,,,
יש מאין חלק ב,אחרונים,שות,שות\אחרונים\יש מאין חלק ב.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה הקדמה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\יש סדר למשנה הקדמה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה ביכורים,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה ביכורים.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה ביצה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה ביצה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה ברכות,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה ברכות.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה דמאי,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה דמאי.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה חגיגה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה חגיגה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה חלה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה חלה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה יומא,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה יומא.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה כלאים,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה כלאים.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה מגילה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה מגילה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה מועד קטן,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה מועד קטן.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה מעשר שני,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה מעשר שני.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה מעשרות,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה מעשרות.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה סוכה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה סוכה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה עירובין,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה עירובין.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה ערלה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה ערלה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה פאה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה פאה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה פסחים,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה פסחים.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה ראש השנה,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה ראש השנה.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה שביעית,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה שביעית.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה שבת,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה שבת.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה שקלים,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה שקלים.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה תענית,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר מועד\יש סדר למשנה על משנה תענית.txt,,,,,,,,,,,,,,,,,,,
יש סדר למשנה על משנה תרומות,אחרונים,משנה,משנה\אחרונים\יש סדר למשנה\סדר זרעים\יש סדר למשנה על משנה תרומות.txt,,,,,,,,,,,,,,,,,,,
ישמח משה,אחרונים,חסידות,חסידות\ספרי חסידות נוספים\ישמח משה.txt,,,,,,,,,,,,,,,,,,,
ישמח משה על השס,אחרונים,תלמוד בבלי,תלמוד בבלי\אחרונים\ישמח משה על השס.txt,,,,,,,,,,,,,,,,,,,
ישמח משה על נך,אחרונים,תנך,תנך\אחרונים\ישמח משה על נך.txt,,,,,,,,,,,,,,,,,,,
ישע אלהים על אסתר,אחרונים,תנך,תנך\אחרונים\ישע אלהים על אסתר.txt,,,,,,,,,,,,,,,,,,,
ישעיהו,תורה שבכתב,תנך,תנך\נביאים\ישעיהו.txt,,,,,,,,,,,,,,,,,,,
ישראל קדושים,אחרונים,חסידות,חסידות\ר' צדוק הכוהן\ישראל קדושים.txt,,,,,,,,,,,,,,,,,,,
כד הקמח,ראשונים,ספרי מוסר,ספרי מוסר\ראשונים\כד הקמח.txt,,,,,,,,,,,,,,,,,,,
כוס אליהו על הגדה של פסח,אחרונים,סדר התפילה,סדר התפילה\הגדה\מפרשים\כוס אליהו על הגדה של פסח.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי בבא מציעא,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי בבא מציעא.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי בבא קמא,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי בבא קמא.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי בכורים,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי בכורים.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי ברכות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי ברכות.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי דמאי,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי דמאי.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי הוריות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי הוריות.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי חלה,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי חלה.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי כלאים,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי כלאים.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי מכות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי מכות.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי מעשר שני,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי מעשר שני.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי מעשרות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי מעשרות.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי נדה,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר טהרות\ככר לאדן על תלמוד ירושלמי נדה.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי סנהדרין,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי סנהדרין.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי עבודה זרה,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי עבודה זרה.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי ערלה,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי ערלה.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי פאה,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי פאה.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי שבועות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר נזיקין\ככר לאדן על תלמוד ירושלמי שבועות.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי שביעית,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי שביעית.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי שבת,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר מועד\ככר לאדן על תלמוד ירושלמי שבת.txt,,,,,,,,,,,,,,,,,,,
ככר לאדן על תלמוד ירושלמי תרומות,אחרונים,תלמוד ירושלמי,תלמוד ירושלמי\מפרשים\ככר לאדן על תלמוד ירושלמי\סדר זרעים\ככר לאדן על תלמוד ירושלמי תרומות.txt,,,,,,,,,,,,,,,,,,,
כל בו,ראשונים,הלכה,הלכה\ראשונים\כל בו.txt,,,,,,,,,,,,,,,,,,,
כלי חמדה על התורה,אחרונים,תנך,תנך\אחרונים\כלי חמדה על התורה.txt,,,,,,,,,,,,,,,,,,,
כלי יקר על במדבר,אחרונים,תנך,תנך\אחרונים\כלי יקר\תורה\כלי יקר על במדבר.txt,,,,,,,,,,,,,,,,,,,
כלי יקר על בראשית,אחרונים,תנך,תנך\אחרונים\כלי יקר\תורה\כלי יקר על בראשית.txt,,,,,,,,,,,,,,,,,,,
כלי יקר על דברים,אחרונים,תנך,תנך\אחרונים\כלי יקר\תורה\כלי יקר על דברים.txt,,,,,,,,,,,,,,,,,,,
כלי יקר על ויקרא,אחרונים,תנך,תנך\אחרונים\כלי יקר\תורה\כלי יקר על ויקרא.txt,,,,,,,,,,,,,,,,,,,
כלי יקר על שמות,אחרונים,תנך,תנך\אחרונים\כלי יקר\תורה\כלי יקר על שמות.txt,,,,,,,,,,,,,,,,,,,
כללות שרשי החכמה,אחרונים,קבלה,קבלה\רמחל\כללות שרשי החכמה.txt,,,,,,,,,,,,,,,,,,,
כללי התחלת החכמה,אחרונים,קבלה,קבלה\ספרי קבלה נוספים\כללי התחלת החכמה.txt,,,,,,,,,,,,,,,,,,,
כללי מאמר החכמה,אחרונים,קבלה,קבלה\רמחל\כללי מאמר החכמה.txt,,,,,,,,,,,,,,,,,,,
כללי ספר מלחמות משה,אחרונים,קבלה,קבלה\רמחל\כללי ספר מלחמות משה.txt,,,,,,,,,,,,,,,,,,,
כללי ספר קנאת ה' צבאות,אחרונים,קבלה,קבלה\רמחל\כללי ספר קנאת ה' צבאות.txt,,,,,,,,,,,,,,,,,,,
כללי פתחי חכמה ודעת,אחרונים,קבלה,קבלה\רמחל\כללי פתחי חכמה ודעת.txt,,,,,,,,,,,,,,,,,,,
כסא רחמים על אבות דרבי נתן,אחרונים,תלמוד בבלי,תלמוד בבלי\מפרשים על המסכתות הקטנות\כסא רחמים\כסא רחמים על אבות דרבי נתן.txt,,,,,,,,,,,,,,,,,,,
כסא רחמים על מסכת כלה,אחרונים,תלמוד בבלי,תלמוד בבלי\מפרשים על המסכתות הקטנות\כסא רחמים\כסא רחמים על מסכת כלה.txt,,,,,,,,,,,,,,,,,,,
כסא רחמים על מסכת סופרים,אחרונים,תלמוד בבלי,תלמוד בבלי\מפרשים על המסכתות הקטנות\כסא רחמים\כסא רחמים על מסכת סופרים.txt,,,,,,,,,,,,,,,,,,,
כסף הקדשים על שולחן ערוך חושן משפט,אחרונים,הלכה,הלכה\שולחן ערוך\מפרשים\כסף הקדשים על שולחן ערוך חושן משפט.txt,,,,,,,,,,,,,,,,,,,
"כסף משנה על משנה תורה, הלכות אבל",אחרונים,הלכה,"הלכה\משנה תורה\מפרשים\כסף משנה\ספר שופטים\כסף משנה על משנה תורה, הלכות אבל.txt",,,,,,,,,,,,,,,,,,,
